InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
500333,P16125,Cotton Tote Bag,12,24/02/2010 03:05:09 AM,48.05,14428,Russian Federation
501446,P25015,Portable Charger,1,21/03/2010 10:30:07 PM,9.61,15790,Mexico
500557,P84329,Clip-on Reading Light,13,15/03/2010 12:25:02 AM,44.66,18663,Finland
500588,P71344,Cotton Tote Bag,18,28/03/2010 12:09:04 PM,47.49,13483,France
500993,P29975,Travel Adapter,5,23/11/2010 01:37:27 PM,45.54,18123,South Africa
500702,P66539,Magnetic Bookmark,13,06/04/2010 10:53:40 AM,41.49,16429,Finland
500774,P25764,LED Desk Lamp,5,12/05/2010 09:21:37 AM,37.04,17804,Netherlands
500964,P38151,Pocket Calculator,2,08/02/2010 08:41:25 AM,11.15,12819,Germany
500511,P28268,Portable Charger,1,22/06/2010 07:11:50 PM,31.36,10527,China
501271,P45829,Aromatherapy Oil,18,11/02/2010 05:04:11 PM,13.58,11523,Norway
500832,P25764,LED Desk Lamp,9,06/08/2010 12:58:48 PM,37.04,17282,Russian Federation
500105,P60390,Desk Clock,16,14/08/2010 09:10:56 PM,34.33,10892,Austria
501777,P45825,Desk Clock,9,22/04/2010 06:32:52 AM,22.47,10710,Denmark
501682,P66332,Aromatherapy Oil,11,26/03/2010 10:17:10 AM,30.57,19663,Finland
500383,P45829,Aromatherapy Oil,9,15/09/2010 05:02:37 AM,13.58,10992,Russian Federation
501043,P25793,LED Desk Lamp,9,17/01/2010 04:07:31 PM,20.97,12373,Netherlands
500349,P97914,Desk Organizer,3,03/06/2010 01:15:35 AM,4.94,15969,United States
500739,P25793,LED Desk Lamp,17,22/06/2010 02:47:31 PM,20.97,10632,Germany
500853,P89099,Foldable Umbrella,14,31/01/2010 11:29:00 AM,43.48,13872,Russian Federation
501291,P11694,Wireless Earbuds,8,07/07/2010 09:45:57 AM,6.08,14261,Brazil
501505,P55648,Pocket Calculator,14,11/07/2010 09:08:15 PM,28.72,13663,Japan
501725,P98327,Phone Stand,11,02/10/2010 10:36:05 AM,12.76,10096,Canada
501288,P76262,Travel Notebook,17,27/07/2010 12:58:36 PM,30.59,19223,Portugal
501146,P86970,Reusable Coffee Cup,1,05/01/2010 03:48:31 PM,47.76,18118,Belgium
501809,P61196,Scented Candle,1,25/01/2010 09:11:21 PM,19.02,11159,Australia
501348,P77782,Eco Lunch Box,8,05/04/2010 03:13:36 PM,5.49,10689,Switzerland
500622,P59297,Portable Charger,16,15/05/2010 03:21:49 AM,7.39,17205,Japan
500746,P80080,Clip-on Reading Light,16,30/05/2010 11:22:34 AM,38.09,12597,Japan
501935,P25015,Portable Charger,16,13/12/2010 05:43:52 PM,9.61,17743,Netherlands
501292,P66677,Sticky Notes Pack,5,15/08/2010 08:04:08 AM,24.94,17938,Denmark
501237,P58231,Sticky Notes Pack,12,29/01/2010 11:19:54 AM,39.2,14817,Ireland
501635,P37122,Portable Charger,2,22/05/2010 06:10:57 AM,23.96,17364,Belgium
500236,P22237,Leather Keychain,10,08/04/2010 12:11:34 AM,7.56,14648,Canada
501663,P14792,Glass Water Bottle,17,18/02/2010 11:08:56 AM,6.85,13683,South Africa
501971,P48243,LED Desk Lamp,18,16/05/2010 06:41:04 PM,14.43,11868,Netherlands
501488,P97914,Desk Organizer,4,05/05/2010 06:13:14 AM,4.94,12142,South Korea
500253,P16125,Cotton Tote Bag,5,14/03/2010 09:24:21 PM,48.05,14637,Netherlands
500088,P61977,Stainless Steel Straw Set,16,20/10/2010 09:57:34 PM,49.74,18457,Mexico
500332,P97914,Desk Organizer,13,29/07/2010 01:32:19 AM,4.94,13271,South Africa
500153,P45829,Aromatherapy Oil,1,14/09/2010 01:33:27 AM,13.58,13148,Finland
501154,P83543,LED Desk Lamp,3,15/12/2010 06:58:37 AM,21.67,16338,Ireland
500358,P61977,Stainless Steel Straw Set,11,26/11/2010 10:43:39 AM,49.74,11831,Switzerland
500888,P70315,Laptop Sleeve,19,23/05/2010 03:21:04 PM,20.76,17978,India
501960,P66332,Aromatherapy Oil,19,13/06/2010 01:16:16 AM,30.57,18911,India
500083,P48664,Portable Charger,5,28/03/2010 04:46:05 AM,35.27,17770,Spain
500103,P71344,Cotton Tote Bag,19,30/07/2010 05:48:14 PM,47.49,14995,Ireland
500222,P94268,Wall Calendar,13,29/10/2010 08:45:41 AM,7.64,19531,Ireland
501865,P40480,Reusable Coffee Cup,5,31/12/2010 05:35:56 AM,32.39,17385,Spain
501868,P51722,Travel Notebook,19,22/01/2010 07:18:07 PM,21.49,18095,Russian Federation
500988,P58231,Sticky Notes Pack,6,28/07/2010 12:55:14 PM,39.2,12634,China
500106,P74600,Eco Lunch Box,8,12/12/2010 08:09:37 PM,1.73,11160,Italy
500335,P29975,Travel Adapter,6,13/03/2010 11:23:03 AM,45.54,14635,Germany
500623,P86762,USB-C Cable,5,15/10/2010 08:39:13 AM,4.14,18370,Mexico
501960,P85842,Soft Throw Blanket,12,06/09/2010 10:07:07 AM,10.64,19001,France
500648,P98327,Phone Stand,9,19/06/2010 07:26:37 AM,12.76,19632,Switzerland
500469,P47748,Ceramic Mug,18,15/01/2010 08:23:11 PM,10.17,10591,Russian Federation
500455,P34842,Pocket Calculator,7,24/02/2010 08:40:18 AM,23.46,16431,Mexico
501464,P65831,Sticky Notes Pack,1,12/06/2010 07:11:50 PM,48.77,18953,Germany
501737,P68434,Sticky Notes Pack,5,22/06/2010 02:13:27 AM,35.04,16818,South Korea
500227,P97778,Wall Calendar,15,31/05/2010 06:32:50 PM,5.6,11709,United States
500301,P86695,Cotton Tote Bag,1,02/02/2010 05:28:09 AM,8.87,19596,Australia
501538,P10799,Desk Clock,9,09/11/2010 06:07:57 PM,39.18,18261,Portugal
500480,P86695,Cotton Tote Bag,5,24/06/2010 06:46:35 AM,8.87,12892,Sweden
500324,P59297,Portable Charger,18,19/08/2010 11:20:18 AM,7.39,14962,Greece
501851,P16125,Cotton Tote Bag,1,28/02/2010 05:35:55 PM,48.05,11892,Argentina
500897,P37935,USB-C Cable,7,18/01/2010 03:19:44 PM,29.82,12015,United States
500737,P22550,Glass Water Bottle,7,16/12/2010 09:04:11 PM,20.35,17412,Brazil
500546,P29288,Desk Clock,12,09/06/2010 06:25:23 AM,4.42,18216,United States
501137,P37122,Portable Charger,4,10/07/2010 03:41:34 PM,23.96,17156,Netherlands
500000,P86970,Reusable Coffee Cup,5,25/07/2010 07:13:44 PM,47.76,15520,Sweden
501341,P98327,Phone Stand,3,21/04/2010 10:57:16 PM,12.76,14023,Germany
501919,P40480,Reusable Coffee Cup,19,28/10/2010 05:58:00 PM,32.39,17825,Argentina
500989,P86762,USB-C Cable,9,23/10/2010 02:07:14 AM,4.14,13131,Switzerland
501258,P86695,Cotton Tote Bag,2,27/12/2010 07:31:54 AM,8.87,19447,Austria
501642,P58231,Sticky Notes Pack,16,04/07/2010 06:24:27 PM,39.2,19911,Greece
500799,P15972,Wall Calendar,10,07/05/2010 04:09:21 AM,28.53,19027,New Zealand
501287,P68434,Sticky Notes Pack,7,13/07/2010 09:53:18 PM,35.04,15008,Singapore
501133,P18328,Magnetic Bookmark,18,01/09/2010 05:22:13 AM,37.94,17171,United Kingdom
500165,P58231,Sticky Notes Pack,17,31/01/2010 08:15:08 PM,39.2,14578,Canada
501525,P10799,Desk Clock,16,11/04/2010 10:29:03 AM,39.18,17313,Germany
500829,P76262,Travel Notebook,17,22/06/2010 03:29:57 PM,30.59,18051,Spain
500546,P94268,Wall Calendar,7,21/01/2010 10:10:59 AM,7.64,11995,Brazil
501186,P37355,Stainless Steel Straw Set,19,07/05/2010 08:27:23 PM,48.75,18524,Ireland
500704,P38151,Pocket Calculator,16,30/10/2010 01:29:51 PM,11.15,16747,Russian Federation
500234,P22550,Glass Water Bottle,11,15/05/2010 09:55:43 PM,20.35,19984,South Korea
500712,P97968,Reusable Coffee Cup,13,23/11/2010 06:22:03 AM,31.3,19696,South Africa
501374,P37935,USB-C Cable,19,02/09/2010 12:44:30 AM,29.82,11690,Japan
501703,P93969,LED Desk Lamp,14,19/04/2010 07:06:35 AM,33.93,11494,Norway
501911,P25793,LED Desk Lamp,19,26/07/2010 08:36:31 PM,20.97,10444,Japan
501303,P64796,Reusable Coffee Cup,16,24/08/2010 06:26:52 AM,7.46,14008,Norway
500157,P61939,Reusable Coffee Cup,14,06/06/2010 06:57:39 PM,28.22,11426,Denmark
500658,P29288,Desk Clock,15,11/05/2010 08:29:25 AM,4.42,18741,United States
500254,P46748,Laptop Sleeve,2,20/06/2010 08:41:29 PM,20.33,12886,Norway
500189,P98327,Phone Stand,4,20/11/2010 11:50:23 AM,12.76,10755,Austria
501628,P61939,Reusable Coffee Cup,5,29/01/2010 08:01:29 PM,28.22,14765,Germany
501234,P47748,Ceramic Mug,5,07/06/2010 08:02:10 AM,10.17,13186,Finland
501786,P54225,Stainless Steel Straw Set,11,25/11/2010 12:04:56 AM,1.9,10560,Portugal
500361,P34846,Clip-on Reading Light,15,09/08/2010 10:55:22 AM,32.55,14292,Denmark
500007,P34846,Clip-on Reading Light,10,12/06/2010 06:16:28 AM,32.55,13932,Argentina
501461,P29975,Travel Adapter,9,23/07/2010 01:55:22 AM,45.54,10660,Austria
501537,P68434,Sticky Notes Pack,9,02/12/2010 07:44:03 AM,35.04,13970,Argentina
500854,P66677,Sticky Notes Pack,18,19/05/2010 02:52:06 PM,24.94,11897,France
501463,P84329,Clip-on Reading Light,16,14/10/2010 09:21:30 AM,44.66,17255,United Kingdom
500641,P25015,Portable Charger,4,24/08/2010 12:47:49 PM,9.61,12722,Greece
500127,P85842,Soft Throw Blanket,2,21/01/2010 06:27:21 AM,10.64,11673,Japan
500790,P83543,LED Desk Lamp,10,11/06/2010 05:52:36 PM,21.67,14403,Italy
500851,P65312,Aromatherapy Oil,8,30/12/2010 02:54:42 AM,48.56,16026,Austria
501513,P61196,Scented Candle,14,10/01/2010 12:49:30 AM,19.02,16999,Denmark
500011,P68049,Phone Stand,18,02/02/2010 05:05:01 PM,46.57,16651,France
500228,P37355,Stainless Steel Straw Set,3,06/09/2010 04:42:58 AM,48.75,13659,South Korea
501048,P38151,Pocket Calculator,12,01/01/2010 10:45:25 AM,11.15,13675,Switzerland
501159,P80323,Reusable Coffee Cup,5,22/10/2010 10:02:43 AM,3.67,19691,Norway
501203,P49056,LED Desk Lamp,15,15/04/2010 07:10:50 PM,10.51,13044,Belgium
501798,P53395,Glass Water Bottle,2,09/10/2010 01:13:34 AM,39.55,15024,Mexico
501110,P47748,Ceramic Mug,2,28/09/2010 04:51:40 AM,10.17,15897,Finland
501720,P85842,Soft Throw Blanket,17,19/10/2010 07:54:11 AM,10.64,15745,India
501583,P37122,Portable Charger,1,15/03/2010 05:05:25 AM,23.96,13397,United States
501100,P70315,Laptop Sleeve,6,04/11/2010 06:13:29 PM,20.76,10770,United Kingdom
501660,P91110,Soft Throw Blanket,1,11/12/2010 12:38:30 PM,13.36,10331,Netherlands
501929,P84329,Clip-on Reading Light,4,14/01/2010 05:20:57 PM,44.66,12865,Belgium
500527,P22237,Leather Keychain,11,05/10/2010 07:58:10 AM,7.56,15741,Italy
500065,P45829,Aromatherapy Oil,19,01/10/2010 10:22:02 PM,13.58,16255,Denmark
501062,P30977,Pocket Calculator,4,03/05/2010 05:22:04 PM,12.0,11437,Brazil
501635,P65312,Aromatherapy Oil,9,05/01/2010 07:27:57 PM,48.56,16629,Ireland
501732,P66332,Aromatherapy Oil,5,03/04/2010 11:50:45 AM,30.57,10264,Portugal
501434,P81633,Ceramic Mug,16,03/11/2010 04:00:09 PM,39.68,15692,Russian Federation
500645,P48243,LED Desk Lamp,5,06/07/2010 03:01:18 PM,14.43,16334,Germany
501390,P21545,Wireless Mouse,18,03/05/2010 09:02:23 AM,23.47,14967,Russian Federation
501399,P65831,Sticky Notes Pack,3,20/06/2010 09:29:17 AM,48.77,14677,Switzerland
500783,P34660,Mini Bluetooth Speaker,19,24/06/2010 04:53:49 AM,30.59,15712,Brazil
501638,P45435,Wireless Mouse,19,17/11/2010 09:28:59 PM,4.77,10442,Netherlands
501809,P56627,Pocket Calculator,8,14/05/2010 06:29:27 PM,39.71,12939,Japan
500562,P34842,Pocket Calculator,15,23/08/2010 02:35:08 AM,23.46,12296,China
501908,P25764,LED Desk Lamp,12,10/09/2010 11:55:40 AM,37.04,18720,Canada
500121,P22237,Leather Keychain,10,30/09/2010 07:11:45 AM,7.56,16981,India
501828,P68434,Sticky Notes Pack,17,24/07/2010 01:40:44 AM,35.04,12775,South Africa
501439,P51722,Travel Notebook,16,04/02/2010 11:05:08 PM,21.49,14997,New Zealand
501548,P81633,Ceramic Mug,14,15/11/2010 12:31:34 AM,39.68,11536,South Africa
500265,P76201,Waterproof Pouch,7,12/01/2010 06:56:16 AM,1.29,19467,Spain
501839,P73185,Eco Lunch Box,16,25/09/2010 01:37:24 PM,9.2,14846,Brazil
500297,P65312,Aromatherapy Oil,2,15/08/2010 08:03:36 PM,48.56,10270,Austria
501257,P74600,Eco Lunch Box,15,29/06/2010 03:35:51 PM,1.73,18581,Brazil
500148,P28268,Portable Charger,5,01/10/2010 04:53:54 AM,31.36,11109,Greece
500592,P66539,Magnetic Bookmark,18,14/11/2010 04:08:21 AM,41.49,19537,Belgium
500398,P13728,Reusable Coffee Cup,3,18/10/2010 02:07:47 PM,48.92,18676,Netherlands
501915,P76201,Waterproof Pouch,18,03/06/2010 05:51:43 PM,1.29,15539,South Korea
501447,P32720,Pocket Calculator,7,25/02/2010 08:42:37 AM,30.26,11151,Belgium
500158,P60390,Desk Clock,12,15/03/2010 05:06:46 PM,34.33,18402,United States
500459,P95180,Wireless Mouse,5,01/07/2010 03:53:46 AM,9.04,17494,Sweden
501990,P68434,Sticky Notes Pack,10,25/06/2010 02:22:01 AM,35.04,17011,China
501746,P98327,Phone Stand,17,22/09/2010 02:11:50 AM,12.76,17073,Austria
500645,P60390,Desk Clock,11,25/10/2010 08:20:28 PM,34.33,18953,United Kingdom
501931,P66677,Sticky Notes Pack,10,02/04/2010 06:42:31 AM,24.94,18867,India
501092,P70315,Laptop Sleeve,12,17/06/2010 08:26:41 PM,20.76,18060,Denmark
501201,P61939,Reusable Coffee Cup,13,09/07/2010 12:57:18 PM,28.22,18328,Argentina
501028,P86695,Cotton Tote Bag,1,31/08/2010 11:52:50 AM,8.87,17973,Finland
501743,P56627,Pocket Calculator,10,26/05/2010 05:09:22 PM,39.71,13897,India
500121,P98731,Ceramic Mug,3,27/02/2010 09:31:23 AM,39.18,14570,France
500574,P54225,Stainless Steel Straw Set,7,09/01/2010 07:46:53 AM,1.9,10071,Canada
500932,P55648,Pocket Calculator,19,22/12/2010 04:18:46 PM,28.72,14759,Germany
500573,P25015,Portable Charger,14,27/06/2010 11:06:43 PM,9.61,12217,Japan
500583,P22550,Glass Water Bottle,11,22/06/2010 10:23:22 PM,20.35,10815,Russian Federation
500463,P97914,Desk Organizer,1,14/05/2010 10:47:07 PM,4.94,16702,Australia
500583,P68557,Laptop Sleeve,12,25/11/2010 10:38:01 PM,2.8,17283,United Kingdom
500255,P15972,Wall Calendar,6,30/06/2010 05:06:36 PM,28.53,18744,United Kingdom
501477,P95924,Portable Charger,16,01/08/2010 06:18:03 PM,10.61,16277,Switzerland
500165,P47748,Ceramic Mug,17,06/03/2010 05:58:52 PM,10.17,16869,Russian Federation
500307,P29975,Travel Adapter,15,07/06/2010 05:13:13 PM,45.54,11265,India
500650,P86970,Reusable Coffee Cup,3,18/03/2010 06:06:15 AM,47.76,12577,Australia
500370,P48243,LED Desk Lamp,12,02/04/2010 11:36:53 PM,14.43,11950,Netherlands
500171,P21154,Phone Stand,13,26/08/2010 02:27:56 PM,23.33,14274,Switzerland
500901,P38151,Pocket Calculator,19,22/09/2010 03:20:26 AM,11.15,18562,Argentina
501699,P34842,Pocket Calculator,8,31/10/2010 09:31:42 PM,23.46,17063,Finland
501348,P83543,LED Desk Lamp,10,14/01/2010 05:50:30 PM,21.67,12428,Canada
500668,P45081,Sticky Notes Pack,7,07/02/2010 09:00:42 AM,47.01,18721,Canada
501408,P64796,Reusable Coffee Cup,19,07/08/2010 01:22:03 AM,7.46,10726,Russian Federation
500601,P60390,Desk Clock,8,11/05/2010 10:09:35 AM,34.33,13279,Brazil
501732,P61399,Travel Adapter,15,05/01/2010 09:59:59 AM,31.08,11074,Russian Federation
500207,P86695,Cotton Tote Bag,13,08/01/2010 12:20:40 PM,8.87,15044,Germany
500935,P68049,Phone Stand,14,08/05/2010 05:33:50 PM,46.57,19443,Denmark
501498,P59297,Portable Charger,15,02/09/2010 07:33:00 AM,7.39,15914,Australia
501640,P73185,Eco Lunch Box,10,22/05/2010 06:18:23 AM,9.2,15037,United Kingdom
501677,P66539,Magnetic Bookmark,16,26/06/2010 02:03:30 AM,41.49,16999,United Kingdom
501590,P21154,Phone Stand,9,04/07/2010 11:19:21 AM,23.33,13598,Ireland
500418,P81633,Ceramic Mug,1,03/08/2010 09:49:27 AM,39.68,17644,Mexico
501520,P61939,Reusable Coffee Cup,14,05/11/2010 11:26:30 AM,28.22,11501,Sweden
501406,P45081,Sticky Notes Pack,15,07/11/2010 07:06:08 AM,47.01,19605,Germany
500299,P86762,USB-C Cable,16,11/07/2010 06:31:22 AM,4.14,17980,South Korea
501628,P91110,Soft Throw Blanket,1,30/10/2010 04:42:04 AM,13.36,13046,Germany
500469,P29589,Travel Adapter,13,15/01/2010 04:44:19 AM,8.08,10023,Singapore
500524,P76262,Travel Notebook,5,17/03/2010 12:40:19 AM,30.59,17652,Brazil
501596,P56627,Pocket Calculator,1,04/10/2010 05:15:12 PM,39.71,16487,Australia
500390,P58231,Sticky Notes Pack,3,05/04/2010 08:19:27 PM,39.2,18014,Portugal
500969,P18758,Mini Bluetooth Speaker,6,05/05/2010 08:51:28 PM,35.07,15691,India
500340,P66539,Magnetic Bookmark,18,08/02/2010 01:40:20 PM,41.49,11193,Brazil
501259,P56008,Leather Keychain,18,21/11/2010 01:48:45 PM,13.87,13598,Argentina
500118,P98731,Ceramic Mug,6,08/01/2010 10:10:34 PM,39.18,19705,Switzerland
501539,P49056,LED Desk Lamp,8,02/09/2010 01:40:50 AM,10.51,18846,Ireland
500944,P60993,Aromatherapy Oil,9,02/04/2010 11:58:52 PM,5.0,14526,India
500397,P93969,LED Desk Lamp,2,16/07/2010 03:29:41 PM,33.93,19107,Argentina
501821,P73185,Eco Lunch Box,11,07/02/2010 07:07:31 AM,9.2,17971,Russian Federation
501678,P83543,LED Desk Lamp,12,23/05/2010 01:05:32 AM,21.67,13823,Finland
500362,P44142,Desk Clock,17,15/01/2010 08:04:14 PM,20.73,17147,New Zealand
501731,P37935,USB-C Cable,9,30/06/2010 06:07:52 AM,29.82,10318,India
501143,P91110,Soft Throw Blanket,11,17/09/2010 08:35:16 AM,13.36,16057,South Korea
500644,P86762,USB-C Cable,9,12/09/2010 10:48:13 AM,4.14,11525,South Africa
501730,P46748,Laptop Sleeve,6,31/07/2010 05:15:07 PM,20.33,12500,Norway
501561,P14792,Glass Water Bottle,19,13/09/2010 12:25:02 AM,6.85,12659,Denmark
500560,P55648,Pocket Calculator,2,15/01/2010 01:36:46 AM,28.72,11860,Japan
500258,P35556,Sticky Notes Pack,3,14/02/2010 09:01:46 PM,7.96,15790,Mexico
500812,P66677,Sticky Notes Pack,1,06/03/2010 09:43:30 PM,24.94,15493,Austria
501518,P46748,Laptop Sleeve,10,16/11/2010 11:55:20 PM,20.33,19432,China
500695,P66677,Sticky Notes Pack,9,09/05/2010 02:09:05 PM,24.94,14916,United Kingdom
500313,P68049,Phone Stand,14,29/01/2010 05:08:30 PM,46.57,16170,Belgium
500685,P16125,Cotton Tote Bag,1,16/09/2010 06:06:09 PM,48.05,18411,Sweden
500563,P21772,Phone Stand,2,12/11/2010 04:33:42 PM,43.1,19304,Portugal
500967,P25015,Portable Charger,15,15/06/2010 10:33:35 AM,9.61,17644,Greece
501260,P91110,Soft Throw Blanket,3,23/05/2010 01:41:02 PM,13.36,11417,Australia
500089,P18328,Magnetic Bookmark,13,08/04/2010 01:27:19 AM,37.94,15132,Argentina
500292,P11694,Wireless Earbuds,1,13/02/2010 09:37:54 AM,6.08,12196,China
501721,P74600,Eco Lunch Box,14,10/09/2010 04:27:34 PM,1.73,11816,Austria
500473,P45435,Wireless Mouse,10,02/10/2010 01:55:00 PM,4.77,11058,Canada
500242,P66332,Aromatherapy Oil,14,28/09/2010 08:13:10 PM,30.57,15660,France
500534,P29288,Desk Clock,19,04/01/2010 04:55:18 AM,4.42,10174,Brazil
500321,P61196,Scented Candle,7,28/03/2010 01:34:34 AM,19.02,15604,Germany
500906,P37935,USB-C Cable,17,17/09/2010 05:35:50 PM,29.82,12514,Ireland
500100,P25764,LED Desk Lamp,2,23/10/2010 02:28:27 PM,37.04,15801,New Zealand
501153,P46748,Laptop Sleeve,10,24/08/2010 01:55:31 PM,20.33,12502,Greece
501355,P37935,USB-C Cable,17,27/03/2010 01:22:07 PM,29.82,15897,Singapore
500101,P66827,Notebook Set,1,01/04/2010 05:43:42 PM,38.24,19164,South Africa
500085,P21154,Phone Stand,11,30/12/2010 09:41:15 AM,23.33,13809,Portugal
501505,P85842,Soft Throw Blanket,16,02/02/2010 04:33:47 AM,10.64,14969,United Kingdom
500508,P61399,Travel Adapter,5,03/12/2010 10:08:23 PM,31.08,15411,Germany
500916,P21545,Wireless Mouse,12,21/06/2010 09:19:46 AM,23.47,13275,Italy
500120,P37355,Stainless Steel Straw Set,11,15/03/2010 05:48:47 AM,48.75,14295,Brazil
501811,P18328,Magnetic Bookmark,7,12/02/2010 02:56:07 PM,37.94,15249,Belgium
501036,P73185,Eco Lunch Box,3,15/01/2010 09:33:53 AM,9.2,13837,Australia
501596,P56627,Pocket Calculator,12,21/11/2010 08:07:30 AM,39.71,17475,Spain
500760,P34660,Mini Bluetooth Speaker,19,30/11/2010 02:55:23 AM,30.59,16096,Singapore
500474,P44142,Desk Clock,3,10/07/2010 07:05:57 AM,20.73,18823,Brazil
501327,P37355,Stainless Steel Straw Set,15,14/12/2010 03:44:30 AM,48.75,12205,Russian Federation
500888,P14792,Glass Water Bottle,1,15/02/2010 02:28:24 PM,6.85,11620,Greece
501936,P54225,Stainless Steel Straw Set,7,06/01/2010 11:44:04 AM,1.9,14799,Portugal
500584,P34846,Clip-on Reading Light,8,28/12/2010 12:20:45 AM,32.55,17614,Norway
500051,P14792,Glass Water Bottle,13,06/10/2010 12:27:32 AM,6.85,10814,Ireland
500617,P65831,Sticky Notes Pack,3,30/09/2010 07:26:23 AM,48.77,11551,Denmark
500869,P21772,Phone Stand,16,21/04/2010 11:10:56 PM,43.1,17635,Italy
500057,P61939,Reusable Coffee Cup,19,30/12/2010 01:48:33 PM,28.22,13845,Japan
500373,P25793,LED Desk Lamp,8,23/10/2010 10:32:01 AM,20.97,12180,India
500891,P66539,Magnetic Bookmark,13,04/06/2010 04:14:05 PM,41.49,10582,India
501195,P48243,LED Desk Lamp,1,07/01/2010 05:45:19 AM,14.43,13060,India
501986,P77782,Eco Lunch Box,6,23/02/2010 04:12:21 AM,5.49,17894,Italy
500329,P34842,Pocket Calculator,11,04/08/2010 08:51:00 PM,23.46,16341,Ireland
500895,P68049,Phone Stand,12,01/10/2010 12:02:52 PM,46.57,12365,Brazil
501126,P73185,Eco Lunch Box,13,02/09/2010 08:51:52 AM,9.2,11949,Russian Federation
501651,P64796,Reusable Coffee Cup,2,05/01/2010 09:14:58 AM,7.46,19617,Singapore
501705,P29975,Travel Adapter,10,13/01/2010 06:01:26 AM,45.54,15461,Mexico
501680,P61196,Scented Candle,12,19/01/2010 08:19:10 PM,19.02,11142,Japan
501755,P48243,LED Desk Lamp,7,20/08/2010 05:21:49 PM,14.43,14889,Canada
501909,P58231,Sticky Notes Pack,11,03/01/2010 08:46:19 PM,39.2,10839,Finland
501404,P45829,Aromatherapy Oil,18,27/11/2010 07:30:02 PM,13.58,11137,Australia
500714,P21772,Phone Stand,15,21/05/2010 09:42:08 AM,43.1,12654,Australia
501644,P30977,Pocket Calculator,1,13/02/2010 05:06:01 AM,12.0,12063,Russian Federation
500375,P98954,Travel Notebook,6,16/11/2010 07:26:59 AM,13.38,14919,Mexico
501501,P95924,Portable Charger,12,27/12/2010 02:36:55 AM,10.61,14798,India
500845,P89099,Foldable Umbrella,12,06/05/2010 05:02:50 AM,43.48,17820,India
501923,P98954,Travel Notebook,18,30/01/2010 11:59:07 AM,13.38,18269,United States
500552,P77782,Eco Lunch Box,18,05/04/2010 02:25:28 PM,5.49,14861,Singapore
501596,P74600,Eco Lunch Box,12,30/03/2010 11:50:18 PM,1.73,17919,Norway
500292,P94268,Wall Calendar,16,07/09/2010 03:40:06 PM,7.64,10938,Portugal
500653,P56008,Leather Keychain,11,13/04/2010 01:40:21 AM,13.87,13939,Italy
500574,P60993,Aromatherapy Oil,18,21/09/2010 12:25:32 PM,5.0,14135,Argentina
500519,P47748,Ceramic Mug,1,16/08/2010 03:18:16 PM,10.17,14558,Japan
500482,P16125,Cotton Tote Bag,8,27/03/2010 03:41:20 AM,48.05,19394,Switzerland
501487,P45081,Sticky Notes Pack,2,09/03/2010 10:34:17 AM,47.01,12340,Japan
500597,P98954,Travel Notebook,18,09/09/2010 08:20:30 PM,13.38,16645,Canada
500734,P55246,Soft Throw Blanket,9,17/05/2010 03:17:10 PM,3.8,12160,Portugal
501519,P34846,Clip-on Reading Light,11,09/08/2010 03:00:30 PM,32.55,18771,China
500320,P54225,Stainless Steel Straw Set,1,18/03/2010 02:44:22 AM,1.9,16395,United Kingdom
501415,P21545,Wireless Mouse,11,27/07/2010 11:12:09 PM,23.47,10375,South Korea
500010,P97968,Reusable Coffee Cup,12,21/06/2010 01:01:19 AM,31.3,11613,China
500817,P84329,Clip-on Reading Light,17,28/06/2010 01:34:55 AM,44.66,13996,China
501532,P68049,Phone Stand,16,30/09/2010 05:10:36 PM,46.57,16764,Canada
501203,P71344,Cotton Tote Bag,18,01/05/2010 06:27:26 AM,47.49,12416,Brazil
500545,P29975,Travel Adapter,17,20/01/2010 08:48:08 AM,45.54,10504,Belgium
501338,P29589,Travel Adapter,1,26/02/2010 10:18:52 AM,8.08,13216,Finland
501946,P95180,Wireless Mouse,6,18/05/2010 06:16:18 AM,9.04,18301,Germany
501426,P58231,Sticky Notes Pack,4,26/02/2010 08:44:17 AM,39.2,10730,Switzerland
500195,P13728,Reusable Coffee Cup,6,10/09/2010 06:28:03 PM,48.92,18303,Spain
500025,P94268,Wall Calendar,19,16/04/2010 05:50:36 PM,7.64,15651,Norway
501841,P95924,Portable Charger,17,10/01/2010 09:44:39 AM,10.61,16539,South Korea
501684,P34846,Clip-on Reading Light,9,22/12/2010 12:17:29 AM,32.55,11885,Belgium
500033,P30977,Pocket Calculator,10,23/02/2010 06:57:17 AM,12.0,18945,Norway
501191,P35556,Sticky Notes Pack,15,24/12/2010 10:38:14 AM,7.96,18031,Greece
501597,P98327,Phone Stand,3,11/07/2010 01:38:06 PM,12.76,15172,Brazil
500475,P61939,Reusable Coffee Cup,8,18/04/2010 11:19:10 AM,28.22,11164,Norway
501018,P51722,Travel Notebook,2,14/06/2010 03:11:38 PM,21.49,12460,Singapore
501877,P47748,Ceramic Mug,7,31/05/2010 12:59:58 PM,10.17,11291,United States
501278,P38151,Pocket Calculator,13,15/08/2010 06:00:14 PM,11.15,12655,Austria
500825,P18758,Mini Bluetooth Speaker,5,05/01/2010 12:07:23 AM,35.07,14213,Switzerland
501375,P35556,Sticky Notes Pack,18,01/06/2010 02:19:19 PM,7.96,13465,Portugal
500622,P48243,LED Desk Lamp,4,17/12/2010 04:00:34 AM,14.43,10581,Singapore
